year,state_name,county_name,Value,lon,lat
2003,ALABAMA,COLBERT,41.0,-87.7921769,34.6473396
2000,ALABAMA,COLBERT,54.0,-87.7921769,34.6473396
1999,ALABAMA,COLBERT,46.0,-87.7921769,34.6473396
1998,ALABAMA,COLBERT,39.0,-87.7921769,34.6473396
1996,ALABAMA,COLBERT,47.0,-87.7921769,34.6473396
1994,ALABAMA,COLBERT,49.6,-87.7921769,34.6473396
1993,ALABAMA,COLBERT,29.5,-87.7921769,34.6473396
1992,ALABAMA,COLBERT,46.3,-87.7921769,34.6473396
1991,ALABAMA,COLBERT,26.0,-87.7921769,34.6473396
1990,ALABAMA,COLBERT,41.9,-87.7921769,34.6473396
2003,ALABAMA,FRANKLIN,40.0,-87.8339064,34.440962
1991,ALABAMA,FRANKLIN,21.4,-87.8339064,34.440962
1990,ALABAMA,FRANKLIN,30.0,-87.8339064,34.440962
2007,ALABAMA,LAUDERDALE,37.0,-87.6747398,34.9049555
2006,ALABAMA,LAUDERDALE,71.0,-87.6747398,34.9049555
2005,ALABAMA,LAUDERDALE,62.0,-87.6747398,34.9049555
2004,ALABAMA,LAUDERDALE,44.0,-87.6747398,34.9049555
2003,ALABAMA,LAUDERDALE,39.0,-87.6747398,34.9049555
2002,ALABAMA,LAUDERDALE,41.0,-87.6747398,34.9049555
2000,ALABAMA,LAUDERDALE,60.0,-87.6747398,34.9049555
1999,ALABAMA,LAUDERDALE,63.0,-87.6747398,34.9049555
1998,ALABAMA,LAUDERDALE,38.0,-87.6747398,34.9049555
1997,ALABAMA,LAUDERDALE,44.0,-87.6747398,34.9049555
1996,ALABAMA,LAUDERDALE,43.0,-87.6747398,34.9049555
1995,ALABAMA,LAUDERDALE,39.0,-87.6747398,34.9049555
1994,ALABAMA,LAUDERDALE,49.5,-87.6747398,34.9049555
1993,ALABAMA,LAUDERDALE,32.2,-87.6747398,34.9049555
1992,ALABAMA,LAUDERDALE,41.3,-87.6747398,34.9049555
1991,ALABAMA,LAUDERDALE,30.0,-87.6747398,34.9049555
1990,ALABAMA,LAUDERDALE,42.9,-87.6747398,34.9049555
2003,ALABAMA,LAWRENCE,47.0,-87.3017331,34.4776367
2002,ALABAMA,LAWRENCE,53.0,-87.3017331,34.4776367
2001,ALABAMA,LAWRENCE,52.0,-87.3017331,34.4776367
2000,ALABAMA,LAWRENCE,60.0,-87.3017331,34.4776367
1999,ALABAMA,LAWRENCE,56.0,-87.3017331,34.4776367
1998,ALABAMA,LAWRENCE,48.0,-87.3017331,34.4776367
1997,ALABAMA,LAWRENCE,61.0,-87.3017331,34.4776367
1996,ALABAMA,LAWRENCE,45.0,-87.3017331,34.4776367
1995,ALABAMA,LAWRENCE,37.0,-87.3017331,34.4776367
1994,ALABAMA,LAWRENCE,49.5,-87.3017331,34.4776367
1993,ALABAMA,LAWRENCE,31.4,-87.3017331,34.4776367
1992,ALABAMA,LAWRENCE,47.9,-87.3017331,34.4776367
1991,ALABAMA,LAWRENCE,27.0,-87.3017331,34.4776367
1990,ALABAMA,LAWRENCE,45.1,-87.3017331,34.4776367
2008,ALABAMA,LIMESTONE,83.5,-86.9901321,34.8342463
2007,ALABAMA,LIMESTONE,30.0,-86.9901321,34.8342463
2006,ALABAMA,LIMESTONE,76.0,-86.9901321,34.8342463
2005,ALABAMA,LIMESTONE,68.0,-86.9901321,34.8342463
2004,ALABAMA,LIMESTONE,55.0,-86.9901321,34.8342463
2003,ALABAMA,LIMESTONE,52.0,-86.9901321,34.8342463
2002,ALABAMA,LIMESTONE,44.0,-86.9901321,34.8342463
2001,ALABAMA,LIMESTONE,56.0,-86.9901321,34.8342463
2000,ALABAMA,LIMESTONE,67.0,-86.9901321,34.8342463
1999,ALABAMA,LIMESTONE,51.0,-86.9901321,34.8342463
1998,ALABAMA,LIMESTONE,55.0,-86.9901321,34.8342463
1997,ALABAMA,LIMESTONE,50.0,-86.9901321,34.8342463
1996,ALABAMA,LIMESTONE,47.0,-86.9901321,34.8342463
1995,ALABAMA,LIMESTONE,40.0,-86.9901321,34.8342463
1994,ALABAMA,LIMESTONE,55.9,-86.9901321,34.8342463
1993,ALABAMA,LIMESTONE,39.0,-86.9901321,34.8342463
1992,ALABAMA,LIMESTONE,45.3,-86.9901321,34.8342463
1991,ALABAMA,LIMESTONE,27.3,-86.9901321,34.8342463
1990,ALABAMA,LIMESTONE,44.3,-86.9901321,34.8342463
2008,ALABAMA,MADISON,85.0,-86.5675095,34.7736807
2007,ALABAMA,MADISON,40.0,-86.5675095,34.7736807
2006,ALABAMA,MADISON,72.0,-86.5675095,34.7736807
2005,ALABAMA,MADISON,64.0,-86.5675095,34.7736807
2004,ALABAMA,MADISON,51.0,-86.5675095,34.7736807
2003,ALABAMA,MADISON,40.0,-86.5675095,34.7736807
2002,ALABAMA,MADISON,48.0,-86.5675095,34.7736807
2000,ALABAMA,MADISON,63.0,-86.5675095,34.7736807
1999,ALABAMA,MADISON,60.0,-86.5675095,34.7736807
1998,ALABAMA,MADISON,46.0,-86.5675095,34.7736807
1997,ALABAMA,MADISON,48.0,-86.5675095,34.7736807
1996,ALABAMA,MADISON,40.0,-86.5675095,34.7736807
1995,ALABAMA,MADISON,43.0,-86.5675095,34.7736807
1994,ALABAMA,MADISON,57.1,-86.5675095,34.7736807
1993,ALABAMA,MADISON,37.7,-86.5675095,34.7736807
1992,ALABAMA,MADISON,51.9,-86.5675095,34.7736807
1991,ALABAMA,MADISON,25.4,-86.5675095,34.7736807
1990,ALABAMA,MADISON,49.1,-86.5675095,34.7736807
2001,ALABAMA,MARION,50.0,-87.8544031,34.1128132
1995,ALABAMA,MARION,33.0,-87.8544031,34.1128132
1994,ALABAMA,MARION,42.9,-87.8544031,34.1128132
1993,ALABAMA,MARION,30.0,-87.8544031,34.1128132
1992,ALABAMA,MARION,42.8,-87.8544031,34.1128132
1991,ALABAMA,MARION,10.0,-87.8544031,34.1128132
1990,ALABAMA,MARION,31.4,-87.8544031,34.1128132
2003,ALABAMA,MORGAN,40.0,-86.8529584,34.4296848
2002,ALABAMA,MORGAN,38.0,-86.8529584,34.4296848
2001,ALABAMA,MORGAN,50.0,-86.8529584,34.4296848
2000,ALABAMA,MORGAN,57.0,-86.8529584,34.4296848
1999,ALABAMA,MORGAN,57.0,-86.8529584,34.4296848
1998,ALABAMA,MORGAN,49.0,-86.8529584,34.4296848
1997,ALABAMA,MORGAN,52.0,-86.8529584,34.4296848
1996,ALABAMA,MORGAN,47.0,-86.8529584,34.4296848
1994,ALABAMA,MORGAN,46.0,-86.8529584,34.4296848
1993,ALABAMA,MORGAN,30.0,-86.8529584,34.4296848
1992,ALABAMA,MORGAN,44.4,-86.8529584,34.4296848
1991,ALABAMA,MORGAN,20.0,-86.8529584,34.4296848
1990,ALABAMA,MORGAN,38.1,-86.8529584,34.4296848
1994,ALABAMA,BLOUNT,53.3,-86.5702002,33.9510169
1993,ALABAMA,BLOUNT,37.5,-86.5702002,33.9510169
1992,ALABAMA,BLOUNT,32.5,-86.5702002,33.9510169
1991,ALABAMA,BLOUNT,30.0,-86.5702002,33.9510169
1990,ALABAMA,BLOUNT,48.8,-86.5702002,33.9510169
2003,ALABAMA,CALHOUN,52.0,-85.8315666,33.7514505
2002,ALABAMA,CALHOUN,38.0,-85.8315666,33.7514505
1998,ALABAMA,CALHOUN,43.0,-85.8315666,33.7514505
1995,ALABAMA,CALHOUN,44.0,-85.8315666,33.7514505
1994,ALABAMA,CALHOUN,57.7,-85.8315666,33.7514505
1993,ALABAMA,CALHOUN,38.0,-85.8315666,33.7514505
1992,ALABAMA,CALHOUN,45.0,-85.8315666,33.7514505
1991,ALABAMA,CALHOUN,30.0,-85.8315666,33.7514505
1990,ALABAMA,CALHOUN,32.5,-85.8315666,33.7514505
2002,ALABAMA,CHEROKEE,44.0,-85.6004514,34.1142554
2001,ALABAMA,CHEROKEE,47.0,-85.6004514,34.1142554
2000,ALABAMA,CHEROKEE,55.0,-85.6004514,34.1142554
1999,ALABAMA,CHEROKEE,50.0,-85.6004514,34.1142554
1998,ALABAMA,CHEROKEE,44.0,-85.6004514,34.1142554
1995,ALABAMA,CHEROKEE,43.0,-85.6004514,34.1142554
1994,ALABAMA,CHEROKEE,56.5,-85.6004514,34.1142554
1993,ALABAMA,CHEROKEE,38.1,-85.6004514,34.1142554
1992,ALABAMA,CHEROKEE,50.0,-85.6004514,34.1142554
1991,ALABAMA,CHEROKEE,25.7,-85.6004514,34.1142554
1990,ALABAMA,CHEROKEE,28.9,-85.6004514,34.1142554
1998,ALABAMA,CLEBURNE,33.0,-85.5017359,33.6506958
2003,ALABAMA,CULLMAN,53.0,-86.8779268,34.1335332
2002,ALABAMA,CULLMAN,42.0,-86.8779268,34.1335332
2001,ALABAMA,CULLMAN,49.0,-86.8779268,34.1335332
2000,ALABAMA,CULLMAN,50.0,-86.8779268,34.1335332
1999,ALABAMA,CULLMAN,40.0,-86.8779268,34.1335332
1998,ALABAMA,CULLMAN,47.0,-86.8779268,34.1335332
1997,ALABAMA,CULLMAN,43.0,-86.8779268,34.1335332
1996,ALABAMA,CULLMAN,44.0,-86.8779268,34.1335332
1995,ALABAMA,CULLMAN,32.0,-86.8779268,34.1335332
1994,ALABAMA,CULLMAN,44.3,-86.8779268,34.1335332
1993,ALABAMA,CULLMAN,35.5,-86.8779268,34.1335332
1992,ALABAMA,CULLMAN,41.4,-86.8779268,34.1335332
1991,ALABAMA,CULLMAN,21.3,-86.8779268,34.1335332
1990,ALABAMA,CULLMAN,26.1,-86.8779268,34.1335332
2007,ALABAMA,DEKALB,41.0,-85.7662118,34.4524349
2003,ALABAMA,DEKALB,30.0,-85.7662118,34.4524349
2002,ALABAMA,DEKALB,47.0,-85.7662118,34.4524349
2000,ALABAMA,DEKALB,45.0,-85.7662118,34.4524349
1999,ALABAMA,DEKALB,55.0,-85.7662118,34.4524349
1998,ALABAMA,DEKALB,36.0,-85.7662118,34.4524349
1996,ALABAMA,DEKALB,43.0,-85.7662118,34.4524349
1994,ALABAMA,DEKALB,45.5,-85.7662118,34.4524349
1993,ALABAMA,DEKALB,38.2,-85.7662118,34.4524349
1992,ALABAMA,DEKALB,35.6,-85.7662118,34.4524349
1991,ALABAMA,DEKALB,19.2,-85.7662118,34.4524349
1990,ALABAMA,DEKALB,32.3,-85.7662118,34.4524349
1998,ALABAMA,ETOWAH,37.0,-86.022147,34.0371404
1990,ALABAMA,ETOWAH,36.7,-86.022147,34.0371404
2007,ALABAMA,JACKSON,36.0,-85.9867941,34.7692447
2002,ALABAMA,JACKSON,37.0,-85.9867941,34.7692447
1998,ALABAMA,JACKSON,36.0,-85.9867941,34.7692447
1997,ALABAMA,JACKSON,41.0,-85.9867941,34.7692447
1996,ALABAMA,JACKSON,48.0,-85.9867941,34.7692447
1995,ALABAMA,JACKSON,37.0,-85.9867941,34.7692447
1994,ALABAMA,JACKSON,44.5,-85.9867941,34.7692447
1993,ALABAMA,JACKSON,40.4,-85.9867941,34.7692447
1992,ALABAMA,JACKSON,47.2,-85.9867941,34.7692447
1991,ALABAMA,JACKSON,24.6,-85.9867941,34.7692447
1990,ALABAMA,JACKSON,33.3,-85.9867941,34.7692447
2002,ALABAMA,MARSHALL,34.0,-86.3301801,34.3396046
2000,ALABAMA,MARSHALL,40.0,-86.3301801,34.3396046
1999,ALABAMA,MARSHALL,38.0,-86.3301801,34.3396046
1998,ALABAMA,MARSHALL,38.0,-86.3301801,34.3396046
1997,ALABAMA,MARSHALL,35.0,-86.3301801,34.3396046
1994,ALABAMA,MARSHALL,42.9,-86.3301801,34.3396046
1993,ALABAMA,MARSHALL,38.6,-86.3301801,34.3396046
1991,ALABAMA,MARSHALL,23.8,-86.3301801,34.3396046
1990,ALABAMA,MARSHALL,30.5,-86.3301801,34.3396046
1990,ALABAMA,SAINT CLAIR,30.0,-86.2333022,32.5348561
2003,ALABAMA,CHAMBERS,35.0,-85.3866953,32.8901658
1994,ALABAMA,CHILTON,33.3,-86.7032845,32.8522565
1991,ALABAMA,CHILTON,20.0,-86.7032845,32.8522565
1990,ALABAMA,CHILTON,37.5,-86.7032845,32.8522565
1994,ALABAMA,LAMAR,50.0,-88.1003689,33.7490016
1993,ALABAMA,LAMAR,34.0,-88.1003689,33.7490016
1992,ALABAMA,LAMAR,50.0,-88.1003689,33.7490016
1991,ALABAMA,LAMAR,26.7,-88.1003689,33.7490016
1990,ALABAMA,LAMAR,31.3,-88.1003689,33.7490016
2003,ALABAMA,LEE,40.0,-85.3077038,32.5814796
1991,ALABAMA,LEE,25.0,-85.3077038,32.5814796
2002,ALABAMA,PICKENS,34.0,-88.1244034,33.2948421
1999,ALABAMA,PICKENS,31.0,-88.1244034,33.2948421
1998,ALABAMA,PICKENS,33.0,-88.1244034,33.2948421
1997,ALABAMA,PICKENS,42.0,-88.1244034,33.2948421
1994,ALABAMA,PICKENS,49.4,-88.1244034,33.2948421
1993,ALABAMA,PICKENS,37.0,-88.1244034,33.2948421
1992,ALABAMA,PICKENS,42.8,-88.1244034,33.2948421
1991,ALABAMA,PICKENS,23.3,-88.1244034,33.2948421
1990,ALABAMA,PICKENS,30.7,-88.1244034,33.2948421
2003,ALABAMA,TALLADEGA,36.0,-86.1597137,33.3967079
2002,ALABAMA,TALLADEGA,44.0,-86.1597137,33.3967079
2001,ALABAMA,TALLADEGA,56.0,-86.1597137,33.3967079
2000,ALABAMA,TALLADEGA,50.0,-86.1597137,33.3967079
1999,ALABAMA,TALLADEGA,33.0,-86.1597137,33.3967079
1998,ALABAMA,TALLADEGA,39.0,-86.1597137,33.3967079
1997,ALABAMA,TALLADEGA,40.0,-86.1597137,33.3967079
1996,ALABAMA,TALLADEGA,51.0,-86.1597137,33.3967079
1995,ALABAMA,TALLADEGA,34.0,-86.1597137,33.3967079
1994,ALABAMA,TALLADEGA,54.8,-86.1597137,33.3967079
1993,ALABAMA,TALLADEGA,41.7,-86.1597137,33.3967079
1992,ALABAMA,TALLADEGA,42.9,-86.1597137,33.3967079
1991,ALABAMA,TALLADEGA,23.5,-86.1597137,33.3967079
1990,ALABAMA,TALLADEGA,24.0,-86.1597137,33.3967079
2003,ALABAMA,TUSCALOOSA,40.0,-87.5675258,33.2095614
2002,ALABAMA,TUSCALOOSA,38.0,-87.5675258,33.2095614
2001,ALABAMA,TUSCALOOSA,58.0,-87.5675258,33.2095614
2000,ALABAMA,TUSCALOOSA,58.0,-87.5675258,33.2095614
1999,ALABAMA,TUSCALOOSA,46.0,-87.5675258,33.2095614
1998,ALABAMA,TUSCALOOSA,45.0,-87.5675258,33.2095614
1997,ALABAMA,TUSCALOOSA,50.0,-87.5675258,33.2095614
1996,ALABAMA,TUSCALOOSA,43.0,-87.5675258,33.2095614
1995,ALABAMA,TUSCALOOSA,40.0,-87.5675258,33.2095614
1994,ALABAMA,TUSCALOOSA,51.1,-87.5675258,33.2095614
1993,ALABAMA,TUSCALOOSA,38.8,-87.5675258,33.2095614
1992,ALABAMA,TUSCALOOSA,56.7,-87.5675258,33.2095614
1991,ALABAMA,TUSCALOOSA,37.8,-87.5675258,33.2095614
1990,ALABAMA,TUSCALOOSA,40.5,-87.5675258,33.2095614
2003,ALABAMA,AUTAUGA,59.0,-86.6319403,32.5165255
2002,ALABAMA,AUTAUGA,36.0,-86.6319403,32.5165255
2001,ALABAMA,AUTAUGA,32.0,-86.6319403,32.5165255
2000,ALABAMA,AUTAUGA,50.0,-86.6319403,32.5165255
1999,ALABAMA,AUTAUGA,30.0,-86.6319403,32.5165255
1998,ALABAMA,AUTAUGA,37.0,-86.6319403,32.5165255
1997,ALABAMA,AUTAUGA,39.0,-86.6319403,32.5165255
1996,ALABAMA,AUTAUGA,46.0,-86.6319403,32.5165255
1995,ALABAMA,AUTAUGA,32.0,-86.6319403,32.5165255
1994,ALABAMA,AUTAUGA,32.3,-86.6319403,32.5165255
1993,ALABAMA,AUTAUGA,34.7,-86.6319403,32.5165255
1992,ALABAMA,AUTAUGA,32.9,-86.6319403,32.5165255
1991,ALABAMA,AUTAUGA,30.0,-86.6319403,32.5165255
1990,ALABAMA,AUTAUGA,48.6,-86.6319403,32.5165255
1991,ALABAMA,BULLOCK,26.0,-85.7091657,32.09929
1990,ALABAMA,BULLOCK,36.0,-85.7091657,32.09929
2003,ALABAMA,DALLAS,29.0,-87.1046643,32.3117968
2002,ALABAMA,DALLAS,31.0,-87.1046643,32.3117968
2001,ALABAMA,DALLAS,37.0,-87.1046643,32.3117968
2000,ALABAMA,DALLAS,40.0,-87.1046643,32.3117968
1999,ALABAMA,DALLAS,50.0,-87.1046643,32.3117968
1998,ALABAMA,DALLAS,30.0,-87.1046643,32.3117968
1997,ALABAMA,DALLAS,40.0,-87.1046643,32.3117968
1996,ALABAMA,DALLAS,32.0,-87.1046643,32.3117968
1995,ALABAMA,DALLAS,31.0,-87.1046643,32.3117968
1994,ALABAMA,DALLAS,46.2,-87.1046643,32.3117968
1993,ALABAMA,DALLAS,33.3,-87.1046643,32.3117968
1992,ALABAMA,DALLAS,44.9,-87.1046643,32.3117968
1991,ALABAMA,DALLAS,23.3,-87.1046643,32.3117968
1990,ALABAMA,DALLAS,23.4,-87.1046643,32.3117968
2003,ALABAMA,ELMORE,30.0,-86.125195,32.5801231
2001,ALABAMA,ELMORE,37.0,-86.125195,32.5801231
1999,ALABAMA,ELMORE,35.0,-86.125195,32.5801231
1998,ALABAMA,ELMORE,35.0,-86.125195,32.5801231
1997,ALABAMA,ELMORE,46.0,-86.125195,32.5801231
1996,ALABAMA,ELMORE,45.0,-86.125195,32.5801231
1995,ALABAMA,ELMORE,35.0,-86.125195,32.5801231
1994,ALABAMA,ELMORE,53.3,-86.125195,32.5801231
1993,ALABAMA,ELMORE,35.0,-86.125195,32.5801231
1992,ALABAMA,ELMORE,35.0,-86.125195,32.5801231
1991,ALABAMA,ELMORE,30.0,-86.125195,32.5801231
1990,ALABAMA,ELMORE,41.1,-86.125195,32.5801231
1998,ALABAMA,GREENE,25.0,-87.9915392,32.8620514
1995,ALABAMA,GREENE,39.0,-87.9915392,32.8620514
1994,ALABAMA,GREENE,51.3,-87.9915392,32.8620514
1993,ALABAMA,GREENE,32.0,-87.9915392,32.8620514
1992,ALABAMA,GREENE,28.0,-87.9915392,32.8620514
1991,ALABAMA,GREENE,33.3,-87.9915392,32.8620514
1990,ALABAMA,GREENE,24.4,-87.9915392,32.8620514
1998,ALABAMA,HALE,31.0,-87.6561668,32.7412417
1995,ALABAMA,HALE,33.0,-87.6561668,32.7412417
1994,ALABAMA,HALE,52.9,-87.6561668,32.7412417
1993,ALABAMA,HALE,32.4,-87.6561668,32.7412417
1992,ALABAMA,HALE,40.8,-87.6561668,32.7412417
1991,ALABAMA,HALE,28.0,-87.6561668,32.7412417
1990,ALABAMA,HALE,32.2,-87.6561668,32.7412417
2003,ALABAMA,LOWNDES,39.0,-86.6402541,32.1088066
2002,ALABAMA,LOWNDES,23.0,-86.6402541,32.1088066
2001,ALABAMA,LOWNDES,37.0,-86.6402541,32.1088066
2000,ALABAMA,LOWNDES,30.0,-86.6402541,32.1088066
1999,ALABAMA,LOWNDES,35.0,-86.6402541,32.1088066
1998,ALABAMA,LOWNDES,42.0,-86.6402541,32.1088066
1996,ALABAMA,LOWNDES,43.0,-86.6402541,32.1088066
1995,ALABAMA,LOWNDES,34.0,-86.6402541,32.1088066
1994,ALABAMA,LOWNDES,50.0,-86.6402541,32.1088066
1993,ALABAMA,LOWNDES,31.0,-86.6402541,32.1088066
1992,ALABAMA,LOWNDES,34.7,-86.6402541,32.1088066
1991,ALABAMA,LOWNDES,20.0,-86.6402541,32.1088066
1990,ALABAMA,LOWNDES,36.7,-86.6402541,32.1088066
2000,ALABAMA,MACON,28.0,-85.6660307,32.366606
1999,ALABAMA,MACON,37.0,-85.6660307,32.366606
1998,ALABAMA,MACON,40.0,-85.6660307,32.366606
1991,ALABAMA,MACON,26.7,-85.6660307,32.366606
1990,ALABAMA,MACON,20.0,-85.6660307,32.366606
1994,ALABAMA,MARENGO,44.7,-87.7569365,32.201002
1993,ALABAMA,MARENGO,30.0,-87.7569365,32.201002
1992,ALABAMA,MARENGO,34.4,-87.7569365,32.201002
1991,ALABAMA,MARENGO,25.0,-87.7569365,32.201002
1990,ALABAMA,MARENGO,24.5,-87.7569365,32.201002
2002,ALABAMA,MONTGOMERY,39.0,-86.3006485,32.3669656
1998,ALABAMA,MONTGOMERY,42.0,-86.3006485,32.3669656
1996,ALABAMA,MONTGOMERY,33.0,-86.3006485,32.3669656
1995,ALABAMA,MONTGOMERY,31.0,-86.3006485,32.3669656
1994,ALABAMA,MONTGOMERY,45.2,-86.3006485,32.3669656
1993,ALABAMA,MONTGOMERY,34.1,-86.3006485,32.3669656
1992,ALABAMA,MONTGOMERY,40.0,-86.3006485,32.3669656
1991,ALABAMA,MONTGOMERY,25.3,-86.3006485,32.3669656
1990,ALABAMA,MONTGOMERY,23.4,-86.3006485,32.3669656
1998,ALABAMA,PERRY,36.0,-87.2876639,32.6421387
1997,ALABAMA,PERRY,36.0,-87.2876639,32.6421387
1994,ALABAMA,PERRY,30.0,-87.2876639,32.6421387
1993,ALABAMA,PERRY,30.0,-87.2876639,32.6421387
1992,ALABAMA,PERRY,31.7,-87.2876639,32.6421387
1991,ALABAMA,PERRY,20.0,-87.2876639,32.6421387
1990,ALABAMA,PERRY,24.8,-87.2876639,32.6421387
1993,ALABAMA,SUMTER,28.0,-88.1837986,32.5234698
1992,ALABAMA,SUMTER,27.5,-88.1837986,32.5234698
1991,ALABAMA,SUMTER,20.0,-88.1837986,32.5234698
1990,ALABAMA,SUMTER,26.4,-88.1837986,32.5234698
2008,ALABAMA,BALDWIN,57.5,-87.7324392,30.5677527
2007,ALABAMA,BALDWIN,54.0,-87.7324392,30.5677527
2006,ALABAMA,BALDWIN,51.0,-87.7324392,30.5677527
2004,ALABAMA,BALDWIN,50.0,-87.7324392,30.5677527
2003,ALABAMA,BALDWIN,47.0,-87.7324392,30.5677527
2002,ALABAMA,BALDWIN,42.0,-87.7324392,30.5677527
2001,ALABAMA,BALDWIN,57.0,-87.7324392,30.5677527
2000,ALABAMA,BALDWIN,62.0,-87.7324392,30.5677527
1999,ALABAMA,BALDWIN,53.0,-87.7324392,30.5677527
1998,ALABAMA,BALDWIN,38.0,-87.7324392,30.5677527
1997,ALABAMA,BALDWIN,34.0,-87.7324392,30.5677527
1996,ALABAMA,BALDWIN,47.0,-87.7324392,30.5677527
1995,ALABAMA,BALDWIN,37.0,-87.7324392,30.5677527
1994,ALABAMA,BALDWIN,42.9,-87.7324392,30.5677527
1993,ALABAMA,BALDWIN,36.4,-87.7324392,30.5677527
1992,ALABAMA,BALDWIN,45.4,-87.7324392,30.5677527
1991,ALABAMA,BALDWIN,21.7,-87.7324392,30.5677527
1990,ALABAMA,BALDWIN,36.4,-87.7324392,30.5677527
2003,ALABAMA,BUTLER,40.0,-88.2219652,32.0895908
2000,ALABAMA,BUTLER,50.0,-88.2219652,32.0895908
1998,ALABAMA,BUTLER,27.0,-88.2219652,32.0895908
1997,ALABAMA,BUTLER,30.0,-88.2219652,32.0895908
1995,ALABAMA,BUTLER,34.0,-88.2219652,32.0895908
1994,ALABAMA,BUTLER,40.0,-88.2219652,32.0895908
1993,ALABAMA,BUTLER,25.6,-88.2219652,32.0895908
1992,ALABAMA,BUTLER,46.0,-88.2219652,32.0895908
1991,ALABAMA,BUTLER,18.3,-88.2219652,32.0895908
1990,ALABAMA,BUTLER,37.1,-88.2219652,32.0895908
1998,ALABAMA,CONECUH,38.0,-86.9437104,31.3966783
1996,ALABAMA,CONECUH,48.0,-86.9437104,31.3966783
1994,ALABAMA,CONECUH,47.1,-86.9437104,31.3966783
1993,ALABAMA,CONECUH,32.5,-86.9437104,31.3966783
1992,ALABAMA,CONECUH,43.3,-86.9437104,31.3966783
1991,ALABAMA,CONECUH,30.0,-86.9437104,31.3966783
1990,ALABAMA,CONECUH,48.5,-86.9437104,31.3966783
2007,ALABAMA,ESCAMBIA,53.0,-87.1070947,31.1168422
2006,ALABAMA,ESCAMBIA,44.0,-87.1070947,31.1168422
2004,ALABAMA,ESCAMBIA,66.0,-87.1070947,31.1168422
2003,ALABAMA,ESCAMBIA,51.0,-87.1070947,31.1168422
2002,ALABAMA,ESCAMBIA,46.0,-87.1070947,31.1168422
2001,ALABAMA,ESCAMBIA,49.0,-87.1070947,31.1168422
2000,ALABAMA,ESCAMBIA,52.0,-87.1070947,31.1168422
1999,ALABAMA,ESCAMBIA,42.0,-87.1070947,31.1168422
1998,ALABAMA,ESCAMBIA,40.0,-87.1070947,31.1168422
1997,ALABAMA,ESCAMBIA,53.0,-87.1070947,31.1168422
1996,ALABAMA,ESCAMBIA,50.0,-87.1070947,31.1168422
1994,ALABAMA,ESCAMBIA,43.1,-87.1070947,31.1168422
1993,ALABAMA,ESCAMBIA,34.0,-87.1070947,31.1168422
1992,ALABAMA,ESCAMBIA,51.5,-87.1070947,31.1168422
1991,ALABAMA,ESCAMBIA,30.0,-87.1070947,31.1168422
1990,ALABAMA,ESCAMBIA,42.6,-87.1070947,31.1168422
1999,ALABAMA,MOBILE,40.0,-88.0848929,30.6867339
1994,ALABAMA,MOBILE,38.0,-88.0848929,30.6867339
1993,ALABAMA,MOBILE,34.1,-88.0848929,30.6867339
1992,ALABAMA,MOBILE,45.9,-88.0848929,30.6867339
1991,ALABAMA,MOBILE,15.7,-88.0848929,30.6867339
1990,ALABAMA,MOBILE,43.1,-88.0848929,30.6867339
2003,ALABAMA,MONROE,62.0,-87.3781004,31.5593935
2002,ALABAMA,MONROE,40.0,-87.3781004,31.5593935
1998,ALABAMA,MONROE,53.0,-87.3781004,31.5593935
1994,ALABAMA,MONROE,43.3,-87.3781004,31.5593935
1993,ALABAMA,MONROE,36.0,-87.3781004,31.5593935
1992,ALABAMA,MONROE,53.3,-87.3781004,31.5593935
1991,ALABAMA,MONROE,35.7,-87.3781004,31.5593935
1990,ALABAMA,MONROE,26.7,-87.3781004,31.5593935
2002,ALABAMA,WASHINGTON,40.0,-88.2019828,31.3991238
2000,ALABAMA,WASHINGTON,45.0,-88.2019828,31.3991238
1999,ALABAMA,WASHINGTON,40.0,-88.2019828,31.3991238
1998,ALABAMA,WASHINGTON,53.0,-88.2019828,31.3991238
1996,ALABAMA,WASHINGTON,46.0,-88.2019828,31.3991238
1995,ALABAMA,WASHINGTON,35.0,-88.2019828,31.3991238
1994,ALABAMA,WASHINGTON,53.3,-88.2019828,31.3991238
1993,ALABAMA,WASHINGTON,32.5,-88.2019828,31.3991238
1992,ALABAMA,WASHINGTON,50.0,-88.2019828,31.3991238
1991,ALABAMA,WASHINGTON,26.7,-88.2019828,31.3991238
1990,ALABAMA,WASHINGTON,22.1,-88.2019828,31.3991238
1998,ALABAMA,WILCOX,46.0,-87.3005169,31.9523021
1994,ALABAMA,WILCOX,45.0,-87.3005169,31.9523021
1993,ALABAMA,WILCOX,33.3,-87.3005169,31.9523021
1991,ALABAMA,WILCOX,20.0,-87.3005169,31.9523021
1990,ALABAMA,WILCOX,26.4,-87.3005169,31.9523021
2003,ALABAMA,BARBOUR,37.0,-85.4032078,31.8589311
2002,ALABAMA,BARBOUR,35.0,-85.4032078,31.8589311
2000,ALABAMA,BARBOUR,38.0,-85.4032078,31.8589311
1998,ALABAMA,BARBOUR,32.0,-85.4032078,31.8589311
1996,ALABAMA,BARBOUR,44.0,-85.4032078,31.8589311
1994,ALABAMA,BARBOUR,57.7,-85.4032078,31.8589311
1993,ALABAMA,BARBOUR,27.5,-85.4032078,31.8589311
1992,ALABAMA,BARBOUR,34.0,-85.4032078,31.8589311
1991,ALABAMA,BARBOUR,36.0,-85.4032078,31.8589311
